radian measurement is represented as rad
	rad 	|	cos	|	sin	|	tan
	183585	|	0.966	|	-0.259	|	-0.268
	183600	|	1.0	|	0.0	|	0.0
	183615	|	0.966	|	0.259	|	0.268
	183630	|	0.866	|	0.5	|	0.577
	183645	|	0.707	|	0.707	|	1.0
	183660	|	0.5	|	0.866	|	1.732
	183675	|	0.259	|	0.966	|	3.732
	183690	|	0.0	|	1.0	|	 UN 
	183705	|	-0.259	|	0.966	|	-3.732
	183720	|	-0.5	|	0.866	|	-1.732
	183735	|	-0.707	|	0.707	|	-1.0
	183750	|	-0.866	|	0.5	|	-0.577
	183765	|	-0.966	|	0.259	|	-0.268
	183780	|	-1.0	|	0.0	|	0.0
	183795	|	-0.966	|	-0.259	|	0.268
	183810	|	-0.866	|	-0.5	|	0.577
	183825	|	-0.707	|	-0.707	|	1.0
	183840	|	-0.5	|	-0.866	|	1.732
	183855	|	-0.259	|	-0.966	|	3.732
	183870	|	0.0	|	-1.0	|	 UN 
	183885	|	0.259	|	-0.966	|	-3.732
	183900	|	0.5	|	-0.866	|	-1.732
	183915	|	0.707	|	-0.707	|	-1.0
	183930	|	0.866	|	-0.5	|	-0.577
	183945	|	0.966	|	-0.259	|	-0.268
	183960	|	1.0	|	0.0	|	0.0
	183975	|	0.966	|	0.259	|	0.268
	183990	|	0.866	|	0.5	|	0.577
	184005	|	0.707	|	0.707	|	1.0
	184020	|	0.5	|	0.866	|	1.732
	184035	|	0.259	|	0.966	|	3.732
	184050	|	0.0	|	1.0	|	 UN 
	184065	|	-0.259	|	0.966	|	-3.732
	184080	|	-0.5	|	0.866	|	-1.732
	184095	|	-0.707	|	0.707	|	-1.0
	184110	|	-0.866	|	0.5	|	-0.577
	184125	|	-0.966	|	0.259	|	-0.268
	184140	|	-1.0	|	0.0	|	0.0
	184155	|	-0.966	|	-0.259	|	0.268
	184170	|	-0.866	|	-0.5	|	0.577
	184185	|	-0.707	|	-0.707	|	1.0
	184200	|	-0.5	|	-0.866	|	1.732
	184215	|	-0.259	|	-0.966	|	3.732
	184230	|	0.0	|	-1.0	|	 UN 
	184245	|	0.259	|	-0.966	|	-3.732
	184260	|	0.5	|	-0.866	|	-1.732
	184275	|	0.707	|	-0.707	|	-1.0
	184290	|	0.866	|	-0.5	|	-0.577
	184305	|	0.966	|	-0.259	|	-0.268
	184320	|	1.0	|	0.0	|	0.0
	184335	|	0.966	|	0.259	|	0.268
	184350	|	0.866	|	0.5	|	0.577
	184365	|	0.707	|	0.707	|	1.0
	184380	|	0.5	|	0.866	|	1.732
	184395	|	0.259	|	0.966	|	3.732
	184410	|	0.0	|	1.0	|	 UN 
	184425	|	-0.259	|	0.966	|	-3.732
	184440	|	-0.5	|	0.866	|	-1.732
	184455	|	-0.707	|	0.707	|	-1.0
	184470	|	-0.866	|	0.5	|	-0.577
	184485	|	-0.966	|	0.259	|	-0.268
	184500	|	-1.0	|	0.0	|	0.0
	184515	|	-0.966	|	-0.259	|	0.268
	184530	|	-0.866	|	-0.5	|	0.577
	184545	|	-0.707	|	-0.707	|	1.0
	184560	|	-0.5	|	-0.866	|	1.732
	184575	|	-0.259	|	-0.966	|	3.732
	184590	|	0.0	|	-1.0	|	 UN 
	184605	|	0.259	|	-0.966	|	-3.732
	184620	|	0.5	|	-0.866	|	-1.732
	184635	|	0.707	|	-0.707	|	-1.0
	184650	|	0.866	|	-0.5	|	-0.577
	184665	|	0.966	|	-0.259	|	-0.268
	184680	|	1.0	|	0.0	|	0.0
	184695	|	0.966	|	0.259	|	0.268
	184710	|	0.866	|	0.5	|	0.577
	184725	|	0.707	|	0.707	|	1.0
	184740	|	0.5	|	0.866	|	1.732
	184755	|	0.259	|	0.966	|	3.732
	184770	|	0.0	|	1.0	|	 UN 
	184785	|	-0.259	|	0.966	|	-3.732
	184800	|	-0.5	|	0.866	|	-1.732
	184815	|	-0.707	|	0.707	|	-1.0
	184830	|	-0.866	|	0.5	|	-0.577
	184845	|	-0.966	|	0.259	|	-0.268
	184860	|	-1.0	|	0.0	|	0.0
	184875	|	-0.966	|	-0.259	|	0.268
	184890	|	-0.866	|	-0.5	|	0.577
	184905	|	-0.707	|	-0.707	|	1.0
	184920	|	-0.5	|	-0.866	|	1.732
	184935	|	-0.259	|	-0.966	|	3.732
	184950	|	0.0	|	-1.0	|	 UN 
	184965	|	0.259	|	-0.966	|	-3.732
	184980	|	0.5	|	-0.866	|	-1.732
	184995	|	0.707	|	-0.707	|	-1.0
	185010	|	0.866	|	-0.5	|	-0.577
	185025	|	0.966	|	-0.259	|	-0.268
	185040	|	1.0	|	0.0	|	0.0
	185055	|	0.966	|	0.259	|	0.268
	185070	|	0.866	|	0.5	|	0.577
	185085	|	0.707	|	0.707	|	1.0
	185100	|	0.5	|	0.866	|	1.732
	185115	|	0.259	|	0.966	|	3.732
	185130	|	0.0	|	1.0	|	 UN 
	185145	|	-0.259	|	0.966	|	-3.732
	185160	|	-0.5	|	0.866	|	-1.732
	185175	|	-0.707	|	0.707	|	-1.0
	185190	|	-0.866	|	0.5	|	-0.577
	185205	|	-0.966	|	0.259	|	-0.268
	185220	|	-1.0	|	0.0	|	0.0
	185235	|	-0.966	|	-0.259	|	0.268
	185250	|	-0.866	|	-0.5	|	0.577
	185265	|	-0.707	|	-0.707	|	1.0
	185280	|	-0.5	|	-0.866	|	1.732
	185295	|	-0.259	|	-0.966	|	3.732
	185310	|	0.0	|	-1.0	|	 UN 
	185325	|	0.259	|	-0.966	|	-3.732
	185340	|	0.5	|	-0.866	|	-1.732
	185355	|	0.707	|	-0.707	|	-1.0
	185370	|	0.866	|	-0.5	|	-0.577
	185385	|	0.966	|	-0.259	|	-0.268
	185400	|	1.0	|	0.0	|	0.0
	185415	|	0.966	|	0.259	|	0.268
	185430	|	0.866	|	0.5	|	0.577
	185445	|	0.707	|	0.707	|	1.0
	185460	|	0.5	|	0.866	|	1.732
	185475	|	0.259	|	0.966	|	3.732
	185490	|	0.0	|	1.0	|	 UN 
	185505	|	-0.259	|	0.966	|	-3.732
	185520	|	-0.5	|	0.866	|	-1.732
	185535	|	-0.707	|	0.707	|	-1.0
	185550	|	-0.866	|	0.5	|	-0.577
	185565	|	-0.966	|	0.259	|	-0.268
	185580	|	-1.0	|	0.0	|	0.0
	185595	|	-0.966	|	-0.259	|	0.268
	185610	|	-0.866	|	-0.5	|	0.577
	185625	|	-0.707	|	-0.707	|	1.0
	185640	|	-0.5	|	-0.866	|	1.732
	185655	|	-0.259	|	-0.966	|	3.732
	185670	|	0.0	|	-1.0	|	 UN 
	185685	|	0.259	|	-0.966	|	-3.732
	185700	|	0.5	|	-0.866	|	-1.732
	185715	|	0.707	|	-0.707	|	-1.0
	185730	|	0.866	|	-0.5	|	-0.577
	185745	|	0.966	|	-0.259	|	-0.268
	185760	|	1.0	|	0.0	|	0.0
	185775	|	0.966	|	0.259	|	0.268
	185790	|	0.866	|	0.5	|	0.577
	185805	|	0.707	|	0.707	|	1.0
	185820	|	0.5	|	0.866	|	1.732
	185835	|	0.259	|	0.966	|	3.732
	185850	|	0.0	|	1.0	|	 UN 
	185865	|	-0.259	|	0.966	|	-3.732
	185880	|	-0.5	|	0.866	|	-1.732
	185895	|	-0.707	|	0.707	|	-1.0
	185910	|	-0.866	|	0.5	|	-0.577
	185925	|	-0.966	|	0.259	|	-0.268
	185940	|	-1.0	|	0.0	|	0.0
	185955	|	-0.966	|	-0.259	|	0.268
	185970	|	-0.866	|	-0.5	|	0.577
	185985	|	-0.707	|	-0.707	|	1.0
	186000	|	-0.5	|	-0.866	|	1.732
	186015	|	-0.259	|	-0.966	|	3.732
	186030	|	0.0	|	-1.0	|	 UN 
	186045	|	0.259	|	-0.966	|	-3.732
	186060	|	0.5	|	-0.866	|	-1.732
	186075	|	0.707	|	-0.707	|	-1.0
	186090	|	0.866	|	-0.5	|	-0.577
	186105	|	0.966	|	-0.259	|	-0.268
	186120	|	1.0	|	0.0	|	0.0
	186135	|	0.966	|	0.259	|	0.268
	186150	|	0.866	|	0.5	|	0.577
	186165	|	0.707	|	0.707	|	1.0
	186180	|	0.5	|	0.866	|	1.732
	186195	|	0.259	|	0.966	|	3.732
	186210	|	0.0	|	1.0	|	 UN 
	186225	|	-0.259	|	0.966	|	-3.732
	186240	|	-0.5	|	0.866	|	-1.732
	186255	|	-0.707	|	0.707	|	-1.0
	186270	|	-0.866	|	0.5	|	-0.577
	186285	|	-0.966	|	0.259	|	-0.268
	186300	|	-1.0	|	0.0	|	0.0
	186315	|	-0.966	|	-0.259	|	0.268
	186330	|	-0.866	|	-0.5	|	0.577
	186345	|	-0.707	|	-0.707	|	1.0
	186360	|	-0.5	|	-0.866	|	1.732
	186375	|	-0.259	|	-0.966	|	3.732
	186390	|	0.0	|	-1.0	|	 UN 
	186405	|	0.259	|	-0.966	|	-3.732
	186420	|	0.5	|	-0.866	|	-1.732
	186435	|	0.707	|	-0.707	|	-1.0
	186450	|	0.866	|	-0.5	|	-0.577
	186465	|	0.966	|	-0.259	|	-0.268
	186480	|	1.0	|	0.0	|	0.0
	186495	|	0.966	|	0.259	|	0.268
	186510	|	0.866	|	0.5	|	0.577
	186525	|	0.707	|	0.707	|	1.0
	186540	|	0.5	|	0.866	|	1.732
	186555	|	0.259	|	0.966	|	3.732
	186570	|	0.0	|	1.0	|	 UN 
	186585	|	-0.259	|	0.966	|	-3.732
	186600	|	-0.5	|	0.866	|	-1.732
	186615	|	-0.707	|	0.707	|	-1.0
	186630	|	-0.866	|	0.5	|	-0.577
	186645	|	-0.966	|	0.259	|	-0.268
	186660	|	-1.0	|	0.0	|	0.0
	186675	|	-0.966	|	-0.259	|	0.268
	186690	|	-0.866	|	-0.5	|	0.577
	186705	|	-0.707	|	-0.707	|	1.0
	186720	|	-0.5	|	-0.866	|	1.732
	186735	|	-0.259	|	-0.966	|	3.732
	186750	|	0.0	|	-1.0	|	 UN 
	186765	|	0.259	|	-0.966	|	-3.732
	186780	|	0.5	|	-0.866	|	-1.732
	186795	|	0.707	|	-0.707	|	-1.0
	186810	|	0.866	|	-0.5	|	-0.577
	186825	|	0.966	|	-0.259	|	-0.268
	186840	|	1.0	|	0.0	|	0.0
	186855	|	0.966	|	0.259	|	0.268
	186870	|	0.866	|	0.5	|	0.577
	186885	|	0.707	|	0.707	|	1.0
	186900	|	0.5	|	0.866	|	1.732
	186915	|	0.259	|	0.966	|	3.732
	186930	|	0.0	|	1.0	|	 UN 
	186945	|	-0.259	|	0.966	|	-3.732
	186960	|	-0.5	|	0.866	|	-1.732
	186975	|	-0.707	|	0.707	|	-1.0
	186990	|	-0.866	|	0.5	|	-0.577
	187005	|	-0.966	|	0.259	|	-0.268
	187020	|	-1.0	|	0.0	|	0.0
	187035	|	-0.966	|	-0.259	|	0.268
	187050	|	-0.866	|	-0.5	|	0.577
	187065	|	-0.707	|	-0.707	|	1.0
	187080	|	-0.5	|	-0.866	|	1.732
	187095	|	-0.259	|	-0.966	|	3.732
	187110	|	0.0	|	-1.0	|	 UN 
	187125	|	0.259	|	-0.966	|	-3.732
	187140	|	0.5	|	-0.866	|	-1.732
	187155	|	0.707	|	-0.707	|	-1.0
	187170	|	0.866	|	-0.5	|	-0.577
	187185	|	0.966	|	-0.259	|	-0.268
	187200	|	1.0	|	0.0	|	0.0
	187215	|	0.966	|	0.259	|	0.268
	187230	|	0.866	|	0.5	|	0.577
	187245	|	0.707	|	0.707	|	1.0
	187260	|	0.5	|	0.866	|	1.732
	187275	|	0.259	|	0.966	|	3.732
	187290	|	0.0	|	1.0	|	 UN 
	187305	|	-0.259	|	0.966	|	-3.732
	187320	|	-0.5	|	0.866	|	-1.732
	187335	|	-0.707	|	0.707	|	-1.0
	187350	|	-0.866	|	0.5	|	-0.577
	187365	|	-0.966	|	0.259	|	-0.268
	187380	|	-1.0	|	0.0	|	0.0
	187395	|	-0.966	|	-0.259	|	0.268
	187410	|	-0.866	|	-0.5	|	0.577
	187425	|	-0.707	|	-0.707	|	1.0
	187440	|	-0.5	|	-0.866	|	1.732
	187455	|	-0.259	|	-0.966	|	3.732
	187470	|	0.0	|	-1.0	|	 UN 
	187485	|	0.259	|	-0.966	|	-3.732
	187500	|	0.5	|	-0.866	|	-1.732
	187515	|	0.707	|	-0.707	|	-1.0
	187530	|	0.866	|	-0.5	|	-0.577
	187545	|	0.966	|	-0.259	|	-0.268
	187560	|	1.0	|	0.0	|	0.0
	187575	|	0.966	|	0.259	|	0.268
	187590	|	0.866	|	0.5	|	0.577
	187605	|	0.707	|	0.707	|	1.0
	187620	|	0.5	|	0.866	|	1.732
	187635	|	0.259	|	0.966	|	3.732
	187650	|	0.0	|	1.0	|	 UN 
	187665	|	-0.259	|	0.966	|	-3.732
	187680	|	-0.5	|	0.866	|	-1.732
	187695	|	-0.707	|	0.707	|	-1.0
	187710	|	-0.866	|	0.5	|	-0.577
	187725	|	-0.966	|	0.259	|	-0.268
	187740	|	-1.0	|	0.0	|	0.0
	187755	|	-0.966	|	-0.259	|	0.268
	187770	|	-0.866	|	-0.5	|	0.577
	187785	|	-0.707	|	-0.707	|	1.0
	187800	|	-0.5	|	-0.866	|	1.732
	187815	|	-0.259	|	-0.966	|	3.732
	187830	|	0.0	|	-1.0	|	 UN 
	187845	|	0.259	|	-0.966	|	-3.732
	187860	|	0.5	|	-0.866	|	-1.732
	187875	|	0.707	|	-0.707	|	-1.0
	187890	|	0.866	|	-0.5	|	-0.577
	187905	|	0.966	|	-0.259	|	-0.268
	187920	|	1.0	|	0.0	|	0.0
	187935	|	0.966	|	0.259	|	0.268
	187950	|	0.866	|	0.5	|	0.577
	187965	|	0.707	|	0.707	|	1.0
	187980	|	0.5	|	0.866	|	1.732
	187995	|	0.259	|	0.966	|	3.732
	188010	|	0.0	|	1.0	|	 UN 
	188025	|	-0.259	|	0.966	|	-3.732
	188040	|	-0.5	|	0.866	|	-1.732
	188055	|	-0.707	|	0.707	|	-1.0
	188070	|	-0.866	|	0.5	|	-0.577
	188085	|	-0.966	|	0.259	|	-0.268
	188100	|	-1.0	|	0.0	|	0.0
	188115	|	-0.966	|	-0.259	|	0.268
	188130	|	-0.866	|	-0.5	|	0.577
	188145	|	-0.707	|	-0.707	|	1.0
	188160	|	-0.5	|	-0.866	|	1.732
	188175	|	-0.259	|	-0.966	|	3.732
	188190	|	0.0	|	-1.0	|	 UN 
	188205	|	0.259	|	-0.966	|	-3.732
	188220	|	0.5	|	-0.866	|	-1.732
	188235	|	0.707	|	-0.707	|	-1.0
	188250	|	0.866	|	-0.5	|	-0.577
	188265	|	0.966	|	-0.259	|	-0.268
	188280	|	1.0	|	0.0	|	0.0
	188295	|	0.966	|	0.259	|	0.268
	188310	|	0.866	|	0.5	|	0.577
	188325	|	0.707	|	0.707	|	1.0
	188340	|	0.5	|	0.866	|	1.732
	188355	|	0.259	|	0.966	|	3.732
	188370	|	0.0	|	1.0	|	 UN 
	188385	|	-0.259	|	0.966	|	-3.732
	188400	|	-0.5	|	0.866	|	-1.732
	188415	|	-0.707	|	0.707	|	-1.0
	188430	|	-0.866	|	0.5	|	-0.577
	188445	|	-0.966	|	0.259	|	-0.268
	188460	|	-1.0	|	0.0	|	0.0
	188475	|	-0.966	|	-0.259	|	0.268
	188490	|	-0.866	|	-0.5	|	0.577
	188505	|	-0.707	|	-0.707	|	1.0
	188520	|	-0.5	|	-0.866	|	1.732
	188535	|	-0.259	|	-0.966	|	3.732
	188550	|	0.0	|	-1.0	|	 UN 
	188565	|	0.259	|	-0.966	|	-3.732
	188580	|	0.5	|	-0.866	|	-1.732
	188595	|	0.707	|	-0.707	|	-1.0
	188610	|	0.866	|	-0.5	|	-0.577
	188625	|	0.966	|	-0.259	|	-0.268
	188640	|	1.0	|	0.0	|	0.0
	188655	|	0.966	|	0.259	|	0.268
	188670	|	0.866	|	0.5	|	0.577
	188685	|	0.707	|	0.707	|	1.0
	188700	|	0.5	|	0.866	|	1.732
	188715	|	0.259	|	0.966	|	3.732
	188730	|	0.0	|	1.0	|	 UN 
	188745	|	-0.259	|	0.966	|	-3.732
	188760	|	-0.5	|	0.866	|	-1.732
	188775	|	-0.707	|	0.707	|	-1.0
	188790	|	-0.866	|	0.5	|	-0.577
	188805	|	-0.966	|	0.259	|	-0.268
	188820	|	-1.0	|	0.0	|	0.0
	188835	|	-0.966	|	-0.259	|	0.268
	188850	|	-0.866	|	-0.5	|	0.577
	188865	|	-0.707	|	-0.707	|	1.0
	188880	|	-0.5	|	-0.866	|	1.732
	188895	|	-0.259	|	-0.966	|	3.732
	188910	|	0.0	|	-1.0	|	 UN 
	188925	|	0.259	|	-0.966	|	-3.732
	188940	|	0.5	|	-0.866	|	-1.732
	188955	|	0.707	|	-0.707	|	-1.0
	188970	|	0.866	|	-0.5	|	-0.577
	188985	|	0.966	|	-0.259	|	-0.268
	189000	|	1.0	|	0.0	|	0.0
	189015	|	0.966	|	0.259	|	0.268
	189030	|	0.866	|	0.5	|	0.577
	189045	|	0.707	|	0.707	|	1.0
	189060	|	0.5	|	0.866	|	1.732
	189075	|	0.259	|	0.966	|	3.732
	189090	|	0.0	|	1.0	|	 UN 
	189105	|	-0.259	|	0.966	|	-3.732
	189120	|	-0.5	|	0.866	|	-1.732
	189135	|	-0.707	|	0.707	|	-1.0
	189150	|	-0.866	|	0.5	|	-0.577
	189165	|	-0.966	|	0.259	|	-0.268
	189180	|	-1.0	|	0.0	|	0.0
	189195	|	-0.966	|	-0.259	|	0.268
	189210	|	-0.866	|	-0.5	|	0.577
	189225	|	-0.707	|	-0.707	|	1.0
	189240	|	-0.5	|	-0.866	|	1.732
	189255	|	-0.259	|	-0.966	|	3.732
	189270	|	0.0	|	-1.0	|	 UN 
	189285	|	0.259	|	-0.966	|	-3.732
	189300	|	0.5	|	-0.866	|	-1.732
	189315	|	0.707	|	-0.707	|	-1.0
	189330	|	0.866	|	-0.5	|	-0.577
	189345	|	0.966	|	-0.259	|	-0.268
	189360	|	1.0	|	0.0	|	0.0
	189375	|	0.966	|	0.259	|	0.268
	189390	|	0.866	|	0.5	|	0.577
	189405	|	0.707	|	0.707	|	1.0
	189420	|	0.5	|	0.866	|	1.732
	189435	|	0.259	|	0.966	|	3.732
	189450	|	0.0	|	1.0	|	 UN 
	189465	|	-0.259	|	0.966	|	-3.732
	189480	|	-0.5	|	0.866	|	-1.732
	189495	|	-0.707	|	0.707	|	-1.0
	189510	|	-0.866	|	0.5	|	-0.577
	189525	|	-0.966	|	0.259	|	-0.268
	189540	|	-1.0	|	0.0	|	0.0
	189555	|	-0.966	|	-0.259	|	0.268
	189570	|	-0.866	|	-0.5	|	0.577
	189585	|	-0.707	|	-0.707	|	1.0
	189600	|	-0.5	|	-0.866	|	1.732
	189615	|	-0.259	|	-0.966	|	3.732
	189630	|	0.0	|	-1.0	|	 UN 
	189645	|	0.259	|	-0.966	|	-3.732
	189660	|	0.5	|	-0.866	|	-1.732
	189675	|	0.707	|	-0.707	|	-1.0
	189690	|	0.866	|	-0.5	|	-0.577
	189705	|	0.966	|	-0.259	|	-0.268
	189720	|	1.0	|	0.0	|	0.0
	189735	|	0.966	|	0.259	|	0.268
	189750	|	0.866	|	0.5	|	0.577
	189765	|	0.707	|	0.707	|	1.0
	189780	|	0.5	|	0.866	|	1.732
	189795	|	0.259	|	0.966	|	3.732
	189810	|	0.0	|	1.0	|	 UN 
	189825	|	-0.259	|	0.966	|	-3.732
	189840	|	-0.5	|	0.866	|	-1.732
	189855	|	-0.707	|	0.707	|	-1.0
	189870	|	-0.866	|	0.5	|	-0.577
	189885	|	-0.966	|	0.259	|	-0.268
	189900	|	-1.0	|	0.0	|	0.0
	189915	|	-0.966	|	-0.259	|	0.268
	189930	|	-0.866	|	-0.5	|	0.577
	189945	|	-0.707	|	-0.707	|	1.0
	189960	|	-0.5	|	-0.866	|	1.732
	189975	|	-0.259	|	-0.966	|	3.732
	189990	|	0.0	|	-1.0	|	 UN 
	190005	|	0.259	|	-0.966	|	-3.732
	190020	|	0.5	|	-0.866	|	-1.732
	190035	|	0.707	|	-0.707	|	-1.0
	190050	|	0.866	|	-0.5	|	-0.577
	190065	|	0.966	|	-0.259	|	-0.268
	190080	|	1.0	|	0.0	|	0.0
	190095	|	0.966	|	0.259	|	0.268
	190110	|	0.866	|	0.5	|	0.577
	190125	|	0.707	|	0.707	|	1.0
	190140	|	0.5	|	0.866	|	1.732
	190155	|	0.259	|	0.966	|	3.732
	190170	|	0.0	|	1.0	|	 UN 
	190185	|	-0.259	|	0.966	|	-3.732
	190200	|	-0.5	|	0.866	|	-1.732
	190215	|	-0.707	|	0.707	|	-1.0
	190230	|	-0.866	|	0.5	|	-0.577
	190245	|	-0.966	|	0.259	|	-0.268
	190260	|	-1.0	|	0.0	|	0.0
	190275	|	-0.966	|	-0.259	|	0.268
	190290	|	-0.866	|	-0.5	|	0.577
	190305	|	-0.707	|	-0.707	|	1.0
	190320	|	-0.5	|	-0.866	|	1.732
	190335	|	-0.259	|	-0.966	|	3.732
	190350	|	0.0	|	-1.0	|	 UN 
	190365	|	0.259	|	-0.966	|	-3.732
	190380	|	0.5	|	-0.866	|	-1.732
	190395	|	0.707	|	-0.707	|	-1.0
	190410	|	0.866	|	-0.5	|	-0.577
	190425	|	0.966	|	-0.259	|	-0.268
	190440	|	1.0	|	0.0	|	0.0
	190455	|	0.966	|	0.259	|	0.268
	190470	|	0.866	|	0.5	|	0.577
	190485	|	0.707	|	0.707	|	1.0
	190500	|	0.5	|	0.866	|	1.732
	190515	|	0.259	|	0.966	|	3.732
	190530	|	0.0	|	1.0	|	 UN 
	190545	|	-0.259	|	0.966	|	-3.732
	190560	|	-0.5	|	0.866	|	-1.732
	190575	|	-0.707	|	0.707	|	-1.0
	190590	|	-0.866	|	0.5	|	-0.577
	190605	|	-0.966	|	0.259	|	-0.268
	190620	|	-1.0	|	0.0	|	0.0
	190635	|	-0.966	|	-0.259	|	0.268
	190650	|	-0.866	|	-0.5	|	0.577
	190665	|	-0.707	|	-0.707	|	1.0
	190680	|	-0.5	|	-0.866	|	1.732
	190695	|	-0.259	|	-0.966	|	3.732
	190710	|	0.0	|	-1.0	|	 UN 
	190725	|	0.259	|	-0.966	|	-3.732
	190740	|	0.5	|	-0.866	|	-1.732
	190755	|	0.707	|	-0.707	|	-1.0
	190770	|	0.866	|	-0.5	|	-0.577
	190785	|	0.966	|	-0.259	|	-0.268
	190800	|	1.0	|	0.0	|	0.0
	190815	|	0.966	|	0.259	|	0.268
	190830	|	0.866	|	0.5	|	0.577
	190845	|	0.707	|	0.707	|	1.0
	190860	|	0.5	|	0.866	|	1.732
	190875	|	0.259	|	0.966	|	3.732
	190890	|	0.0	|	1.0	|	 UN 
	190905	|	-0.259	|	0.966	|	-3.732
	190920	|	-0.5	|	0.866	|	-1.732
	190935	|	-0.707	|	0.707	|	-1.0
	190950	|	-0.866	|	0.5	|	-0.577
	190965	|	-0.966	|	0.259	|	-0.268
	190980	|	-1.0	|	0.0	|	0.0
	190995	|	-0.966	|	-0.259	|	0.268
	191010	|	-0.866	|	-0.5	|	0.577
	191025	|	-0.707	|	-0.707	|	1.0
	191040	|	-0.5	|	-0.866	|	1.732
	191055	|	-0.259	|	-0.966	|	3.732
	191070	|	0.0	|	-1.0	|	 UN 
	191085	|	0.259	|	-0.966	|	-3.732
	191100	|	0.5	|	-0.866	|	-1.732
	191115	|	0.707	|	-0.707	|	-1.0
	191130	|	0.866	|	-0.5	|	-0.577
	191145	|	0.966	|	-0.259	|	-0.268
	191160	|	1.0	|	0.0	|	0.0
	191175	|	0.966	|	0.259	|	0.268
	191190	|	0.866	|	0.5	|	0.577
	191205	|	0.707	|	0.707	|	1.0
	191220	|	0.5	|	0.866	|	1.732
	191235	|	0.259	|	0.966	|	3.732
	191250	|	0.0	|	1.0	|	 UN 
	191265	|	-0.259	|	0.966	|	-3.732
	191280	|	-0.5	|	0.866	|	-1.732
	191295	|	-0.707	|	0.707	|	-1.0
	191310	|	-0.866	|	0.5	|	-0.577
	191325	|	-0.966	|	0.259	|	-0.268
	191340	|	-1.0	|	0.0	|	0.0
	191355	|	-0.966	|	-0.259	|	0.268
	191370	|	-0.866	|	-0.5	|	0.577
	191385	|	-0.707	|	-0.707	|	1.0
	191400	|	-0.5	|	-0.866	|	1.732
	191415	|	-0.259	|	-0.966	|	3.732
	191430	|	0.0	|	-1.0	|	 UN 
	191445	|	0.259	|	-0.966	|	-3.732
	191460	|	0.5	|	-0.866	|	-1.732
	191475	|	0.707	|	-0.707	|	-1.0
	191490	|	0.866	|	-0.5	|	-0.577
	191505	|	0.966	|	-0.259	|	-0.268
	191520	|	1.0	|	0.0	|	0.0
	191535	|	0.966	|	0.259	|	0.268
	191550	|	0.866	|	0.5	|	0.577
	191565	|	0.707	|	0.707	|	1.0
	191580	|	0.5	|	0.866	|	1.732
	191595	|	0.259	|	0.966	|	3.732
	191610	|	0.0	|	1.0	|	 UN 
	191625	|	-0.259	|	0.966	|	-3.732
	191640	|	-0.5	|	0.866	|	-1.732
	191655	|	-0.707	|	0.707	|	-1.0
	191670	|	-0.866	|	0.5	|	-0.577
	191685	|	-0.966	|	0.259	|	-0.268
	191700	|	-1.0	|	0.0	|	0.0
	191715	|	-0.966	|	-0.259	|	0.268
	191730	|	-0.866	|	-0.5	|	0.577
	191745	|	-0.707	|	-0.707	|	1.0
	191760	|	-0.5	|	-0.866	|	1.732
	191775	|	-0.259	|	-0.966	|	3.732
	191790	|	0.0	|	-1.0	|	 UN 
	191805	|	0.259	|	-0.966	|	-3.732
	191820	|	0.5	|	-0.866	|	-1.732
	191835	|	0.707	|	-0.707	|	-1.0
	191850	|	0.866	|	-0.5	|	-0.577
	191865	|	0.966	|	-0.259	|	-0.268
	191880	|	1.0	|	0.0	|	0.0
	191895	|	0.966	|	0.259	|	0.268
	191910	|	0.866	|	0.5	|	0.577
	191925	|	0.707	|	0.707	|	1.0
	191940	|	0.5	|	0.866	|	1.732
	191955	|	0.259	|	0.966	|	3.732
	191970	|	0.0	|	1.0	|	 UN 
	191985	|	-0.259	|	0.966	|	-3.732
	192000	|	-0.5	|	0.866	|	-1.732
	192015	|	-0.707	|	0.707	|	-1.0
	192030	|	-0.866	|	0.5	|	-0.577
	192045	|	-0.966	|	0.259	|	-0.268
	192060	|	-1.0	|	0.0	|	0.0
	192075	|	-0.966	|	-0.259	|	0.268
	192090	|	-0.866	|	-0.5	|	0.577
	192105	|	-0.707	|	-0.707	|	1.0
	192120	|	-0.5	|	-0.866	|	1.732
	192135	|	-0.259	|	-0.966	|	3.732
	192150	|	0.0	|	-1.0	|	 UN 
	192165	|	0.259	|	-0.966	|	-3.732
	192180	|	0.5	|	-0.866	|	-1.732
	192195	|	0.707	|	-0.707	|	-1.0
	192210	|	0.866	|	-0.5	|	-0.577
	192225	|	0.966	|	-0.259	|	-0.268
	192240	|	1.0	|	0.0	|	0.0
	192255	|	0.966	|	0.259	|	0.268
	192270	|	0.866	|	0.5	|	0.577
	192285	|	0.707	|	0.707	|	1.0
	192300	|	0.5	|	0.866	|	1.732
	192315	|	0.259	|	0.966	|	3.732
	192330	|	0.0	|	1.0	|	 UN 
	192345	|	-0.259	|	0.966	|	-3.732
	192360	|	-0.5	|	0.866	|	-1.732
	192375	|	-0.707	|	0.707	|	-1.0
	192390	|	-0.866	|	0.5	|	-0.577
	192405	|	-0.966	|	0.259	|	-0.268
	192420	|	-1.0	|	0.0	|	0.0
	192435	|	-0.966	|	-0.259	|	0.268
	192450	|	-0.866	|	-0.5	|	0.577
	192465	|	-0.707	|	-0.707	|	1.0
	192480	|	-0.5	|	-0.866	|	1.732
	192495	|	-0.259	|	-0.966	|	3.732
	192510	|	0.0	|	-1.0	|	 UN 
